楽曲名,難易度,楽曲レベル,クリアランク,スコアグレード,ハイスコア,プレー回数,クリア回数,ULTIMATE CHAIN,PERFECT
Root Consciousness,MAXIMUM,16,EXCESSIVE COMPLETE,S,9911560,1,1,0,0
オンディーヌの泪,EXHAUST,14,EXCESSIVE COMPLETE,AAA+,9893190,1,1,0,0
オンディーヌの泪,MAXIMUM,17,EXCESSIVE COMPLETE,S,9941956,6,6,0,0
ゴーストマスコット,MAXIMUM,16,EXCESSIVE COMPLETE,S,9905362,1,1,0,0
Gorgetech,EXHAUST,15,ULTIMATE CHAIN,S,9937163,1,1,1,0
Gorgetech,MAXIMUM,18,EXCESSIVE COMPLETE,AA+,9629963,6,4,0,0
少女救世論,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9876939,4,4,0,0
Sweet Requiem,EXHAUST,16,EXCESSIVE COMPLETE,S,9908598,1,1,0,0
Sweet Requiem,MAXIMUM,18,EXCESSIVE COMPLETE,AAA,9786266,8,4,0,0
SprrRush!!,MAXIMUM,15,ULTIMATE CHAIN,S,9970208,1,1,1,0
つるぺったん,MAXIMUM,16,EXCESSIVE COMPLETE,S,9916398,2,2,0,0
ぱあ,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9879725,4,4,0,0
Finale,EXHAUST,14,EXCESSIVE COMPLETE,AAA+,9866585,1,1,0,0
Finale,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9886111,5,5,0,0
I feel something for you,MAXIMUM,15,EXCESSIVE COMPLETE,S,9943701,1,1,0,0
透明な記憶の風穴,MAXIMUM,16,EXCESSIVE COMPLETE,S,9939467,1,1,0,0
FIRE IN MY HEART,MAXIMUM,18,EXCESSIVE COMPLETE,AA+,9560961,5,4,0,0
幽玄の桜,EXHAUST,14,EXCESSIVE COMPLETE,S,9902518,1,1,0,0
幽玄の桜,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9848214,6,6,0,0
雷鼓サンダービート,EXHAUST,15,ULTIMATE CHAIN,S,9946768,1,1,1,0
雷鼓サンダービート,MAXIMUM,18,EXCESSIVE COMPLETE,AA+,9671052,3,3,0,0
Regretful Flower,MAXIMUM,16,EXCESSIVE COMPLETE,S,9917660,1,1,0,0
私とあなたのMYOURENJI☆,MAXIMUM,16,EXCESSIVE COMPLETE,S,9921259,2,2,0,0
Vigor,EXHAUST,14,EXCESSIVE COMPLETE,AAA,9752520,1,1,0,0
Vigor,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9873337,7,7,0,0
The Golden Era,EXHAUST,15,ULTIMATE CHAIN,S,9954022,1,1,1,0
The Golden Era,MAXIMUM,18,EXCESSIVE COMPLETE,AA+,9687500,8,6,0,0
405nm(Shu※mix),EXHAUST,14,EXCESSIVE COMPLETE,AAA+,9898266,1,1,0,0
405nm(Shu※mix),MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9891763,3,3,0,0
Mind Mapping(ag Remix),MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9890300,2,2,0,0
恋とキングコング,MAXIMUM,15,EXCESSIVE COMPLETE,S,9940119,2,2,0,0
Technical Master,EXHAUST,14,EXCESSIVE COMPLETE,AAA+,9846456,1,1,0,0
Technical Master,MAXIMUM,17,ULTIMATE CHAIN,S,9935622,3,3,1,0
Dystopia,MAXIMUM,15,EXCESSIVE COMPLETE,S,9916773,1,1,0,0
トーホータノシ feat. 抹,EXHAUST,14,ULTIMATE CHAIN,S,9948697,1,1,1,0
トーホータノシ feat. 抹,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9842209,1,1,0,0
NEWBORN CRYING,MAXIMUM,16,EXCESSIVE COMPLETE,S,9901836,7,7,0,0
物凄いスペースシャトルでこいしが物凄いうた,EXHAUST,15,EXCESSIVE COMPLETE,S,9912831,1,1,0,0
物凄いスペースシャトルでこいしが物凄いうた,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9851716,8,8,0,0
Crystallize Forest,MAXIMUM,15,EXCESSIVE COMPLETE,S,9936750,1,1,0,0
Blue Fire,MAXIMUM,16,EXCESSIVE COMPLETE,S,9909147,2,2,0,0
Voltage Higher,EXHAUST,14,EXCESSIVE COMPLETE,S,9901256,1,1,0,0
Voltage Higher,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9872340,4,4,0,0
Gaze ft. 紫崎 雪,MAXIMUM,15,ULTIMATE CHAIN,S,9968858,1,1,1,0
Junk Mania,EXHAUST,15,ULTIMATE CHAIN,S,9956964,1,1,1,0
Junk Mania,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9854809,5,5,0,0
雪月花 (Shiron & Sound Artz Remix),EXHAUST,14,EXCESSIVE COMPLETE,AAA,9724137,1,1,0,0
雪月花 (Shiron & Sound Artz Remix),MAXIMUM,16,EXCESSIVE COMPLETE,S,9904534,3,3,0,0
Narcissus At Oasis (Freezer Remix),EXHAUST,14,EXCESSIVE COMPLETE,AAA+,9821981,1,1,0,0
Narcissus At Oasis (Freezer Remix),MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9802182,2,2,0,0
We Go Down,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9862138,1,1,0,0
We Go Down,MAXIMUM,18,COMPLETE,AAA,9706691,6,4,0,0
The Formula,EXHAUST,15,EXCESSIVE COMPLETE,S,9943968,1,1,0,0
The Formula,MAXIMUM,18,EXCESSIVE COMPLETE,AAA,9796420,7,5,0,0
Inscape,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9835873,3,3,0,0
VAMPIRE,MAXIMUM,16,EXCESSIVE COMPLETE,S,9903025,4,4,0,0
クリスタルミサイル,MAXIMUM,14,EXCESSIVE COMPLETE,AAA+,9888089,1,1,0,0
Smoked Turkey Rag,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9892253,2,2,0,0
Cepheus,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9845921,1,1,0,0
Cepheus,MAXIMUM,18,EXCESSIVE COMPLETE,AA+,9653206,4,4,0,0
FLOOR INFECTION Medley from SOUND VOLTEX×jubeat,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9851851,7,7,0,0
FLOOR INFECTION Medley from SOUND VOLTEX×jubeat,MAXIMUM,18,EXCESSIVE COMPLETE,AA+,9678646,6,4,0,0
湖底遺跡のヴィダー・ハル,MAXIMUM,15,EXCESSIVE COMPLETE,AAA+,9898016,1,1,0,0
sink into the dream,EXHAUST,14,EXCESSIVE COMPLETE,AAA,9741758,1,1,0,0
sink into the dream,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9843636,5,3,0,0
Genesis At Oasis (Hirayasu Matsudo Remix),MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9877979,5,5,0,0
パンダヒーロー,MAXIMUM,15,ULTIMATE CHAIN,S,9966352,1,1,1,0
POLICY BREAK Medley from SOUND VOLTEX×jubeat,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9838596,2,2,0,0
POLICY BREAK Medley from SOUND VOLTEX×jubeat,MAXIMUM,18,EXCESSIVE COMPLETE,AAA,9723404,4,4,0,0
マトリョシカ,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9873949,1,1,0,0
Line 4 Ruin -kohumix-,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9811858,4,3,0,0
ナナイロライト,MAXIMUM,15,EXCESSIVE COMPLETE,S,9933697,1,1,0,0
iLLness LiLin,ADVANCED,15,EXCESSIVE COMPLETE,S,9907640,2,2,0,0
iLLness LiLin,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9776987,20,19,0,0
iLLness LiLin,MAXIMUM,20,PLAYED,A+,9167064,25,0,0,0
ΩVERSOUL,EXHAUST,16,ULTIMATE CHAIN,S,9934640,2,2,1,0
ΩVERSOUL,MAXIMUM,18,EXCESSIVE COMPLETE,AA+,9577735,9,5,0,0
Gamerz FestivaL,EXHAUST,16,EXCESSIVE COMPLETE,S,9934954,4,4,0,0
Gamerz FestivaL,MAXIMUM,18,EXCESSIVE COMPLETE,AAA,9717021,7,5,0,0
Sailing Force,ADVANCED,14,EXCESSIVE COMPLETE,S,9936523,1,1,0,0
Sailing Force,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9832797,11,11,0,0
Sailing Force,MAXIMUM,19,EXCESSIVE COMPLETE,AA+,9669117,12,9,0,0
超☆超☆光☆速☆出☆前☆最☆速!!! スピード★スター★かなで,ADVANCED,15,EXCESSIVE COMPLETE,AAA+,9885014,6,6,0,0
超☆超☆光☆速☆出☆前☆最☆速!!! スピード★スター★かなで,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9746015,3,3,0,0
超☆超☆光☆速☆出☆前☆最☆速!!! スピード★スター★かなで,MAXIMUM,18,COMPLETE,AA+,9688948,7,2,0,0
Rebellio,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9801749,10,8,0,0
Rebellio,MAXIMUM,18,EXCESSIVE COMPLETE,AAA,9729551,8,6,0,0
Fly far bounce,MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9746835,12,2,0,0
恋歌疾風！かるたクイーンいろは,MAXIMUM,18,COMPLETE,AA+,9506887,1,1,0,0
Carry Me Away,EXHAUST,14,EXCESSIVE COMPLETE,AAA,9712606,1,1,0,0
Carry Me Away,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9856035,10,8,0,0
壊Rave*it!! 壊Rave*it!!,EXHAUST,15,ULTIMATE CHAIN,AAA+,9840103,1,1,1,0
壊Rave*it!! 壊Rave*it!!,MAXIMUM,18,EXCESSIVE COMPLETE,AA+,9612492,4,4,0,0
SO FLY ME TO YOU,MAXIMUM,15,EXCESSIVE COMPLETE,AAA+,9822834,1,1,0,0
Narcissus At Oasis -影虎。 style-,MAXIMUM,16,EXCESSIVE COMPLETE,S,9919642,6,6,0,0
Boss Rush,EXHAUST,15,EXCESSIVE COMPLETE,S,9931034,1,1,0,0
Boss Rush,MAXIMUM,18,EXCESSIVE COMPLETE,AAA,9777508,13,5,0,0
If,EXHAUST,14,EXCESSIVE COMPLETE,S,9946070,1,1,0,0
If,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9819129,7,7,0,0
infinite:youniverse,EXHAUST,14,EXCESSIVE COMPLETE,AAA+,9875228,2,1,0,0
infinite:youniverse,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9841717,10,8,0,0
Immortal saga,EXHAUST,16,EXCESSIVE COMPLETE,S,9908675,6,4,0,0
Immortal saga,MAXIMUM,19,EXCESSIVE COMPLETE,AA+,9638267,15,10,0,0
Fin.ArcDeaR,ADVANCED,14,EXCESSIVE COMPLETE,AA+,9653979,1,1,0,0
Fin.ArcDeaR,EXHAUST,18,EXCESSIVE COMPLETE,AAA+,9828887,10,7,0,0
Fin.ArcDeaR,MAXIMUM,19,EXCESSIVE COMPLETE,AA+,9609519,14,8,0,0
HE4VEN ～天国へようこそ～,ADVANCED,15,ULTIMATE CHAIN,AAA+,9892772,3,3,1,0
HE4VEN ～天国へようこそ～,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9848130,12,12,0,0
HE4VEN ～天国へようこそ～,MAXIMUM,20,COMPLETE,AA,9412621,32,2,0,0
Make Magic,EXHAUST,16,EXCESSIVE COMPLETE,S,9937444,6,4,0,0
Make Magic,MAXIMUM,18,EXCESSIVE COMPLETE,AAA,9778778,11,8,0,0
ケムマキunderground,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9881422,1,1,0,0
ケムマキunderground,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9823925,6,6,0,0
盗宝,MAXIMUM,16,EXCESSIVE COMPLETE,S,9909568,2,2,0,0
刃の如く ft. ネコメアリ,MAXIMUM,15,EXCESSIVE COMPLETE,AAA+,9879879,1,1,0,0
デュアルメモリ,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9890109,9,9,0,0
Engraved Mark-Gow's ill! RMX-,MAXIMUM,16,EXCESSIVE COMPLETE,S,9908862,3,3,0,0
Sakura Mirage -Drum'n World-,EXHAUST,14,EXCESSIVE COMPLETE,AAA,9735698,1,1,0,0
Sakura Mirage -Drum'n World-,MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9747626,7,6,0,0
準備運動,EXHAUST,15,ULTIMATE CHAIN,AAA+,9864958,3,3,1,0
準備運動,MAXIMUM,18,EXCESSIVE COMPLETE,AA+,9526285,10,4,0,0
fancy cake!!,MAXIMUM,16,EXCESSIVE COMPLETE,S,9959704,2,2,0,0
Rebuilding of Paradise Lost,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9809384,3,2,0,0
黎明スケッチブック,EXHAUST,14,EXCESSIVE COMPLETE,AAA+,9855473,1,1,0,0
黎明スケッチブック,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9847972,9,7,0,0
ドリームエンド・サバイバー,EXHAUST,16,ULTIMATE CHAIN,S,9936204,5,5,1,0
ドリームエンド・サバイバー,MAXIMUM,18,EXCESSIVE COMPLETE,AAA,9706021,4,2,0,0
キュリオシティ,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9831081,1,1,0,0
キュリオシティ,MAXIMUM,18,EXCESSIVE COMPLETE,AA+,9678442,14,6,0,0
Noisy Minority,EXHAUST,16,EXCESSIVE COMPLETE,S,9933534,2,2,0,0
Noisy Minority,MAXIMUM,18,EXCESSIVE COMPLETE,AAA,9706177,15,10,0,0
3y3s (JMBS FUNKOT RMX),EXHAUST,14,EXCESSIVE COMPLETE,AAA,9793994,1,1,0,0
3y3s (JMBS FUNKOT RMX),MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9851965,5,5,0,0
Aragami,EXHAUST,15,ULTIMATE CHAIN,AAA+,9884318,3,3,1,0
Aragami,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9835218,10,8,0,0
Alice Maestera,MAXIMUM,14,EXCESSIVE COMPLETE,AAA+,9880136,1,1,0,0
斑鳩,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9844059,2,2,0,0
インビジブル,EXHAUST,14,EXCESSIVE COMPLETE,AAA,9746407,1,1,0,0
インビジブル,MAXIMUM,17,EXCESSIVE COMPLETE,S,9909035,4,4,0,0
インフルエンサー・イズ・デッド,MAXIMUM,16,EXCESSIVE COMPLETE,S,9948415,7,7,0,0
裏表ラバーズ,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9899676,6,6,0,0
永遠に幸せになる方法、見つけました。,MAXIMUM,18,COMPLETE,AA+,9641744,6,3,0,0
EDEN of TRUTH,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9873096,6,6,0,0
Aurora(Latinized Style),MAXIMUM,15,ULTIMATE CHAIN,S,9908745,1,1,1,0
オトゲラヴ！,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9889466,7,7,0,0
朧 (kamome sano remix),EXHAUST,14,EXCESSIVE COMPLETE,AAA,9710912,1,1,0,0
朧 (kamome sano remix),MAXIMUM,15,EXCESSIVE COMPLETE,S,9943462,1,1,0,0
Candy Star,MAXIMUM,16,EXCESSIVE COMPLETE,S,9920537,2,2,0,0
きゅん×きゅんばっきゅん☆LOVE,MAXIMUM,15,ULTIMATE CHAIN,S,9930046,1,1,1,0
JUGGLE,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9846905,4,3,0,0
JULIAN,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9821187,5,5,0,0
水槽のクジラ,MAXIMUM,17,EXCESSIVE COMPLETE,S,9951503,7,7,0,0
starmine (nora2r Remix),EXHAUST,14,EXCESSIVE COMPLETE,AAA,9755154,1,1,0,0
starmine (nora2r Remix),MAXIMUM,16,EXCESSIVE COMPLETE,S,9902534,2,2,0,0
Second Heaven GravityPfArrange,EXHAUST,14,EXCESSIVE COMPLETE,AAA+,9887690,1,1,0,0
Second Heaven GravityPfArrange,MAXIMUM,16,ULTIMATE CHAIN,AAA+,9881569,3,2,1,0
千本桜,MAXIMUM,15,EXCESSIVE COMPLETE,AAA+,9898026,1,1,0,0
零の位相,EXHAUST,14,EXCESSIVE COMPLETE,S,9902225,2,1,0,0
零の位相,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9818339,8,6,0,0
Dharma,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9817708,1,1,0,0
Dharma,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9841370,6,6,0,0
Chocolate Planet,EXHAUST,15,EXCESSIVE COMPLETE,S,9926739,1,1,0,0
Chocolate Planet,MAXIMUM,17,EXCESSIVE COMPLETE,S,9901438,10,8,0,0
Take to Lips,MAXIMUM,15,EXCESSIVE COMPLETE,AAA+,9866148,1,1,0,0
トラウマ催眠少女さとり！,EXHAUST,14,EXCESSIVE COMPLETE,AA+,9666160,1,1,0,0
トラウマ催眠少女さとり！,MAXIMUM,16,EXCESSIVE COMPLETE,S,9969843,8,6,0,0
TRICKL4SH 220,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9895641,7,7,0,0
TRICKL4SH 220,MAXIMUM,18,EXCESSIVE COMPLETE,AAA,9732802,9,4,0,0
Dreadnought,EXHAUST,16,EXCESSIVE COMPLETE,S,9904458,3,3,0,0
Dreadnought,MAXIMUM,18,EXCESSIVE COMPLETE,AAA,9715163,12,4,0,0
New Game feat.Mayumi Morinaga,MAXIMUM,15,EXCESSIVE COMPLETE,AAA+,9808439,1,1,0,0
Nostalgia,MAXIMUM,15,EXCESSIVE COMPLETE,S,9950209,1,1,0,0
HiGHER,MAXIMUM,16,EXCESSIVE COMPLETE,S,9983905,6,6,0,0
Four Leaves,MAXIMUM,17,ULTIMATE CHAIN,S,9955530,6,6,1,0
Heavenly Adventure,EXHAUST,14,EXCESSIVE COMPLETE,AAA+,9844013,1,1,0,0
Heavenly Adventure,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9847579,6,6,0,0
HEAVENLY SMILE,NOVICE,5,COMPLETE,S,9937888,1,1,0,0
HEAVENLY SMILE,MAXIMUM,17,EXCESSIVE COMPLETE,S,9901197,6,5,0,0
bass 2 bass [Tracy vs. Astronomical Remix],MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9887525,4,4,0,0
Poppin' Shower,MAXIMUM,16,EXCESSIVE COMPLETE,S,9907407,3,3,0,0
焔 -MAGMA-,EXHAUST,14,EXCESSIVE COMPLETE,S,9912878,1,1,0,0
焔 -MAGMA-,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9809217,8,7,0,0
LOVE EAST,MAXIMUM,15,EXCESSIVE COMPLETE,S,9920000,1,1,0,0
Solar Storm,EXHAUST,18,EXCESSIVE COMPLETE,AA+,9672318,16,11,0,0
{albus},EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9813432,12,10,0,0
いつかの夢、またねの約束。,EXHAUST,14,EXCESSIVE COMPLETE,S,9952932,3,3,0,0
#Endroll,EXHAUST,18,COMPLETE,AAA,9774859,15,9,0,0
Quaint Echo,EXHAUST,18,EXCESSIVE COMPLETE,AA+,9616008,9,7,0,0
Zero-Day Exploit,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9802083,5,4,0,0
ヒミツダイヤル,EXHAUST,15,ULTIMATE CHAIN,S,9966603,2,2,1,0
Metamorphobia,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9715668,3,3,0,0
ゆうしゃのふゆやすみ,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9855023,1,1,0,0
REGALIA,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9846601,6,5,0,0
Lonly Ranunculus,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9808306,1,1,0,0
JOMANDA,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9801207,4,4,0,0
極圏,EXHAUST,18,EXCESSIVE COMPLETE,AAA,9793774,17,8,0,0
極圏,HEAVENLY,19,EXCESSIVE COMPLETE,AAA,9750172,16,10,0,0
アルティメットトゥルース -Phantasm-,EXHAUST,18,EXCESSIVE COMPLETE,AAA,9746240,13,8,0,0
Issen,EXHAUST,15,EXCESSIVE COMPLETE,S,9917936,3,3,0,0
Clash of swords,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9871928,5,5,0,0
ジャンピン・スマイル,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9875759,1,1,0,0
東方妖々夢 ULTIMATE MEDLEY,EXHAUST,18,EXCESSIVE COMPLETE,AAA+,9824324,8,7,0,0
Phantom dinning tonight!,EXHAUST,16,EXCESSIVE COMPLETE,S,9934372,3,3,0,0
IKAROS DYNAMITE!!!!,EXHAUST,18,EXCESSIVE COMPLETE,AAA,9738839,12,6,0,0
Emperor's Divide,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9897448,9,7,0,0
cross the future,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9879009,8,5,0,0
GEOMETRIA,EXHAUST,18,EXCESSIVE COMPLETE,AA+,9614379,12,6,0,0
絶対零度,EXHAUST,18,EXCESSIVE COMPLETE,AAA+,9852426,17,14,0,0
↓↓↓,EXHAUST,18,EXCESSIVE COMPLETE,AAA,9783478,7,5,0,0
ネコクマウササー,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9878869,1,1,0,0
Prayer,EXHAUST,18,EXCESSIVE COMPLETE,AAA+,9835680,10,9,0,0
そして紫の幻想曲は全てを受け入れる,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9778840,8,7,0,0
Fabula Nova,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9860576,2,2,0,0
MAGATORO,EXHAUST,16,EXCESSIVE COMPLETE,S,9925421,5,5,0,0
You Know-SDVX EDIT-,EXHAUST,16,EXCESSIVE COMPLETE,S,9934782,2,2,0,0
ANTI THE∞HOLiC,EXHAUST,17,EXCESSIVE COMPLETE,S,9909040,4,3,0,0
０=Xerostrumental=,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9808975,7,7,0,0
Halcyon,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9821251,9,9,0,0
FLügeL《Λrp:ΣggyØ》,EXHAUST,18,EXCESSIVE COMPLETE,AA+,9694227,18,11,0,0
FLügeL《Λrp:ΣggyØ》,GRAVITY,19,COMPLETE,AA,9484691,17,3,0,0
イブの時代っ！,EXHAUST,14,EXCESSIVE COMPLETE,S,9929797,1,1,0,0
Angelic Jelly,EXHAUST,16,EXCESSIVE COMPLETE,S,9920586,3,1,0,0
Angelic Jelly,GRAVITY,18,EXCESSIVE COMPLETE,AAA,9764868,12,11,0,0
Grand Chariot,EXHAUST,16,EXCESSIVE COMPLETE,S,9927495,3,2,0,0
Grand Chariot,GRAVITY,17,EXCESSIVE COMPLETE,AAA+,9874198,6,5,0,0
StrayedCatz,EXHAUST,15,ULTIMATE CHAIN,AAA+,9837799,4,3,1,0
StrayedCatz,GRAVITY,17,EXCESSIVE COMPLETE,AAA,9749524,4,4,0,0
Sephirot,EXHAUST,13,ULTIMATE CHAIN,S,9920030,2,1,1,0
Sephirot,GRAVITY,17,EXCESSIVE COMPLETE,AAA+,9811501,2,1,0,0
ZEPHYRANTHES,EXHAUST,13,PLAYED,S,9949731,2,0,0,0
ZEPHYRANTHES,GRAVITY,17,EXCESSIVE COMPLETE,S,9913537,5,3,0,0
DIABLOSIS::Nāga,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9831871,16,16,0,0
DIABLOSIS::Nāga,GRAVITY,19,EXCESSIVE COMPLETE,AAA,9730884,21,16,0,0
Triple Counter,EXHAUST,17,EXCESSIVE COMPLETE,S,9908045,5,5,0,0
Triple Counter,GRAVITY,18,EXCESSIVE COMPLETE,AAA+,9822126,9,9,0,0
NEO TREASON,EXHAUST,16,EXCESSIVE COMPLETE,S,9930741,10,10,0,0
NEO TREASON,GRAVITY,18,EXCESSIVE COMPLETE,AAA,9732107,15,5,0,0
Lord=Crossight,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9856473,11,10,0,0
Lord=Crossight,GRAVITY,19,EXCESSIVE COMPLETE,AA+,9571801,14,10,0,0
eastward -sdvx edit-,EXHAUST,16,EXCESSIVE COMPLETE,S,9904632,3,3,0,0
Voynich:Manuscript,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9774333,6,4,0,0
Completeness Under Incompleteness,EXHAUST,16,EXCESSIVE COMPLETE,S,9957916,6,6,0,0
Completeness Under Incompleteness,GRAVITY,18,COMPLETE,AA+,9611793,17,13,0,0
The End of War,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9709869,9,7,0,0
Celestial stinger,EXHAUST,16,ULTIMATE CHAIN,S,9943181,9,8,1,0
Celestial stinger,GRAVITY,18,EXCESSIVE COMPLETE,AA+,9627777,4,4,0,0
B.B.K.K.B.K.K.,EXHAUST,17,EXCESSIVE COMPLETE,S,9925166,11,11,0,0
akasha-assembly,EXHAUST,17,EXCESSIVE COMPLETE,S,9900187,4,4,0,0
ウエンレラの氷華,EXHAUST,16,EXCESSIVE COMPLETE,S,9942938,7,5,0,0
ウエンレラの氷華,GRAVITY,17,EXCESSIVE COMPLETE,AAA,9790721,7,7,0,0
Ok!! Hug Me,EXHAUST,16,EXCESSIVE COMPLETE,S,9906377,3,2,0,0
Ok!! Hug Me,GRAVITY,18,EXCESSIVE COMPLETE,AA+,9661992,8,5,0,0
Death Blossom,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9896666,1,1,0,0
Paradission,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9809582,11,11,0,0
Laughin' Muffin,EXHAUST,16,EXCESSIVE COMPLETE,S,9924297,2,2,0,0
Lo-Fi-M,EXHAUST,16,EXCESSIVE COMPLETE,S,9913621,5,5,0,0
ゲキツイムラサ,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9807692,11,10,0,0
Solitude & Nightmare,EXHAUST,16,EXCESSIVE COMPLETE,S,9945894,2,2,0,0
Discover the Life,EXHAUST,16,EXCESSIVE COMPLETE,S,9901630,2,2,0,0
ancient garden,EXHAUST,16,EXCESSIVE COMPLETE,S,9916666,2,2,0,0
踊るフィーバーロボ,EXHAUST,16,EXCESSIVE COMPLETE,AA+,9677881,1,1,0,0
Get back here,EXHAUST,16,EXCESSIVE COMPLETE,S,9962431,2,2,0,0
Get back here,GRAVITY,17,EXCESSIVE COMPLETE,AAA,9709161,12,9,0,0
Time to Air -Fly High Remix-,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9868827,7,7,0,0
Deadly Dolly Dance,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9744152,8,8,0,0
花ノ下連歌,EXHAUST,16,EXCESSIVE COMPLETE,S,9916618,2,2,0,0
Mermaid girl (Tropical Remix),EXHAUST,15,EXCESSIVE COMPLETE,S,9913294,2,2,0,0
Ultimate Ascension,EXHAUST,18,EXCESSIVE COMPLETE,AAA+,9813767,15,9,0,0
Smooth Wind,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9833825,1,1,0,0
NECRO PARTY,EXHAUST,16,EXCESSIVE COMPLETE,S,9904580,1,1,0,0
ハイスピヰド・ランパンシヰ,EXHAUST,16,EXCESSIVE COMPLETE,S,9902943,4,4,0,0
Help me， ERINNNNNN!! -VENUS mix-,EXHAUST,16,EXCESSIVE COMPLETE,S,9946149,3,3,0,0
仙酌絶唱のファンタジア,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9819872,1,1,0,0
UROBØROS,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9893428,12,12,0,0
Sweet little Lily,EXHAUST,13,PLAYED,S,9958386,2,0,0,0
雪月花 -さわわRemix-,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9812862,8,8,0,0
